#CONFIG#{"theme": "light", "font_size": 16, "window_width": 2048, "window_height": 1189, "font_family": "Microsoft YaHei UI"}
时间,科目,题干,正确答案,附件路径,难度,合集
2026-01-29 08:39:46,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用复数除法法则和模的定义计算。,attachment_194.pdf,困难,
2026-01-22 15:04:51,语文,下列词语中，没有错别字的一组是,熟悉文学常识，准确判断各选项的正误。,attachment_195.pdf,困难,
2026-02-01 17:16:00,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",根据椭圆的标准方程和离心率公式计算。,无,简单,
2026-02-13 14:46:45,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,运用等差数列的通项公式和前n项和公式求解。,attachment_197.pdf,简单,
2026-01-22 13:18:28,语文,下列文学常识的表述，错误的一项是,把握文章主旨，理解作者观点态度。,无,简单,
2026-02-19 06:52:20,语文,下列词语中，没有错别字的一组是,根据上下文和词义辨析，选择最合适的解释。,无,简单,
2026-02-18 00:09:44,语文,对下列句子中加点词语的解释，不正确的一项是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,困难,
2026-02-09 08:31:08,语文,下列文学常识的表述，错误的一项是,理解文言文中的实词、虚词、句式，推断文意。,无,中等,
2026-02-14 05:26:18,语文,下列词语中，没有错别字的一组是,熟练背诵名篇名句，准确填写。,attachment_202.pdf,困难,
2026-02-06 21:45:31,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正弦定理和余弦定理解决三角形问题。,无,困难,
2026-02-20 11:16:22,语文,下列句子中，加点字的读音完全正确的一项是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,中等,
2026-02-15 22:32:02,语文,下列句子中，加点字的读音完全正确的一项是,熟练背诵名篇名句，准确填写。,无,中等,
2026-02-06 12:28:05,语文,下列句子中，加点字的读音完全正确的一项是,把握文章主旨，理解作者观点态度。,无,简单,
2026-02-21 02:49:11,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用复数除法法则和模的定义计算。,无,困难,
2026-01-30 03:41:00,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",利用复数除法法则和模的定义计算。,attachment_208.pdf,中等,
2026-02-16 17:23:19,语文,对下列句子中加点词语的解释，不正确的一项是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_209.pdf,简单,
2026-02-09 04:42:49,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用配方法或求导法找到函数的最小值点。,attachment_210.pdf,困难,
2026-01-25 09:10:17,语文,下列句子中，加点字的读音完全正确的一项是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,简单,
2026-02-06 23:18:53,语文,下列词语中，没有错别字的一组是,理解文言文中的实词、虚词、句式，推断文意。,attachment_212.pdf,困难,
2026-02-06 07:51:24,语文,对下列句子中加点词语的解释，不正确的一项是,结合语境和成语的含义，C项使用恰当。,无,中等,
2026-02-06 06:35:12,语文,古诗文默写：补写出下列名篇名句中的空缺部分,熟练背诵名篇名句，准确填写。,无,困难,
2026-01-24 06:13:31,语文,文言文阅读：阅读下面的文言文，完成题目,分析句子结构，找出语病类型并修正。,attachment_215.pdf,困难,
2026-02-13 22:19:47,语文,现代文阅读：阅读下面的文字，完成题目,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,困难,
2026-02-08 04:09:08,语文,对下列句子中加点词语的解释，不正确的一项是,结合语境和成语的含义，C项使用恰当。,无,中等,
2026-01-29 11:47:37,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,求导后分析导函数的符号确定单调区间。,attachment_218.pdf,困难,
2026-01-31 21:59:32,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用正弦定理和余弦定理解决三角形问题。,无,困难,
2026-02-01 03:00:40,语文,对下列句子中加点词语的解释，不正确的一项是,根据上下文和词义辨析，选择最合适的解释。,attachment_220.pdf,困难,
2026-02-04 11:28:31,语文,古诗词鉴赏：阅读下面这首诗，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,无,中等,
2026-02-16 13:13:49,语文,下列句子中，加点字的读音完全正确的一项是,分析句子结构，找出语病类型并修正。,无,困难,
2026-01-30 00:53:56,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,根据椭圆的标准方程和离心率公式计算。,attachment_223.pdf,困难,
2026-02-21 01:32:48,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用线性规划的方法求目标函数的最值。,无,困难,
2026-02-05 04:23:01,语文,文言文阅读：阅读下面的文言文，完成题目,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,中等,
2026-02-05 05:39:55,语文,下列各句中，加点的成语使用恰当的一句是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,中等,
2026-02-06 09:30:00,语文,下列各句中，加点的成语使用恰当的一句是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_227.pdf,中等,
2026-02-05 22:37:54,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,将函数化为辅助角公式的形式求最值。,无,困难,
2026-01-25 22:12:09,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用正弦定理和余弦定理解决三角形问题。,无,中等,
2026-01-26 08:21:47,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,根据椭圆的标准方程和离心率公式计算。,attachment_230.pdf,困难,
2026-01-28 11:02:46,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,求导后分析导函数的符号确定单调区间。,无,中等,
2026-01-24 11:51:18,语文,现代文阅读：阅读下面的文字，完成题目,熟悉文学常识，准确判断各选项的正误。,无,中等,
2026-01-25 08:30:25,语文,下列文学常识的表述，错误的一项是,熟悉文学常识，准确判断各选项的正误。,attachment_233.pdf,中等,
2026-02-18 04:06:46,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用正弦定理和余弦定理解决三角形问题。,无,简单,
2026-02-20 17:48:04,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",将函数化为辅助角公式的形式求最值。,无,中等,
2026-02-09 09:02:48,语文,下列各句中，加点的成语使用恰当的一句是,把握文章主旨，理解作者观点态度。,attachment_236.pdf,困难,
2026-02-04 01:55:30,语文,文言文阅读：阅读下面的文言文，完成题目,理解文言文中的实词、虚词、句式，推断文意。,无,简单,
2026-01-24 03:07:19,语文,现代文阅读：阅读下面的文字，完成题目,根据上下文和词义辨析，选择最合适的解释。,无,中等,
2026-02-10 06:49:42,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用向量垂直的条件 a·b = 0 求解。,无,简单,
2026-02-20 09:40:25,语文,下列各句中，没有语病的一句是,理解文言文中的实词、虚词、句式，推断文意。,无,困难,
2026-02-02 07:30:19,数学,函数 f(x) = sin x + cos x 的最大值为,利用正弦定理和余弦定理解决三角形问题。,无,简单,
2026-01-31 04:24:59,语文,下列各句中，没有语病的一句是,根据汉字的读音规则和声调，正确答案是B选项。,无,中等,
2026-02-20 22:36:01,语文,古诗文默写：补写出下列名篇名句中的空缺部分,根据汉字的读音规则和声调，正确答案是B选项。,无,困难,
2026-02-02 19:50:46,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用配方法或求导法找到函数的最小值点。,无,困难,
2026-02-02 08:53:16,数学,函数 f(x) = sin x + cos x 的最大值为,利用配方法或求导法找到函数的最小值点。,无,困难,
2026-02-09 02:34:11,语文,下列词语中，没有错别字的一组是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,困难,
2026-02-02 21:57:51,语文,古诗词鉴赏：阅读下面这首诗，完成题目,分析句子结构，找出语病类型并修正。,attachment_247.pdf,简单,
2026-02-21 13:22:07,语文,文言文阅读：阅读下面的文言文，完成题目,熟悉文学常识，准确判断各选项的正误。,无,中等,
2026-02-10 09:17:53,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,运用等差数列的通项公式和前n项和公式求解。,无,中等,
2026-02-12 18:45:23,语文,下列文学常识的表述，错误的一项是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-04 19:19:32,语文,对下列句子中加点词语的解释，不正确的一项是,根据上下文和词义辨析，选择最合适的解释。,attachment_251.pdf,简单,
2026-02-14 17:38:58,语文,下列句子中，加点字的读音完全正确的一项是,熟悉文学常识，准确判断各选项的正误。,无,简单,
2026-02-10 00:08:03,语文,古诗文默写：补写出下列名篇名句中的空缺部分,根据上下文和词义辨析，选择最合适的解释。,attachment_253.pdf,中等,
2026-02-15 17:03:46,语文,下列各句中，加点的成语使用恰当的一句是,理解文言文中的实词、虚词、句式，推断文意。,无,中等,
2026-01-28 17:18:08,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",运用等差数列的通项公式和前n项和公式求解。,无,中等,
2026-02-01 23:43:54,语文,现代文阅读：阅读下面的文字，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,无,中等,
2026-02-01 19:43:01,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用配方法或求导法找到函数的最小值点。,attachment_257.pdf,困难,
2026-01-22 06:58:08,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,运用等差数列的通项公式和前n项和公式求解。,无,中等,
2026-02-02 17:28:12,语文,下列各句中，没有语病的一句是,分析句子结构，找出语病类型并修正。,attachment_259.pdf,中等,
2026-02-19 15:53:11,语文,文言文阅读：阅读下面的文言文，完成题目,把握文章主旨，理解作者观点态度。,无,困难,
2026-02-09 17:22:10,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用向量垂直的条件 a·b = 0 求解。,attachment_261.pdf,简单,
2026-02-03 15:27:09,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",利用复数除法法则和模的定义计算。,attachment_262.pdf,简单,
2026-02-13 17:14:35,语文,对下列句子中加点词语的解释，不正确的一项是,把握文章主旨，理解作者观点态度。,无,中等,
2026-02-21 03:12:00,语文,下列各句中，加点的成语使用恰当的一句是,熟悉文学常识，准确判断各选项的正误。,无,困难,
2026-02-01 17:39:39,语文,下列各句中，加点的成语使用恰当的一句是,理解文言文中的实词、虚词、句式，推断文意。,无,中等,
2026-02-01 02:50:52,语文,下列各句中，没有语病的一句是,把握文章主旨，理解作者观点态度。,无,简单,
2026-02-16 05:47:25,语文,文言文阅读：阅读下面的文言文，完成题目,根据汉字的读音规则和声调，正确答案是B选项。,无,困难,
2026-01-27 23:17:53,语文,下列词语中，没有错别字的一组是,把握文章主旨，理解作者观点态度。,无,简单,
2026-01-24 12:44:19,语文,古诗词鉴赏：阅读下面这首诗，完成题目,把握文章主旨，理解作者观点态度。,attachment_269.pdf,困难,
2026-01-28 21:18:59,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正弦定理和余弦定理解决三角形问题。,无,简单,
2026-02-12 23:19:06,语文,下列词语中，没有错别字的一组是,根据汉字的读音规则和声调，正确答案是B选项。,无,困难,
2026-01-22 18:55:19,语文,下列各句中，加点的成语使用恰当的一句是,理解文言文中的实词、虚词、句式，推断文意。,无,简单,
2026-01-22 06:33:51,语文,下列文学常识的表述，错误的一项是,熟练背诵名篇名句，准确填写。,attachment_273.pdf,困难,
2026-02-05 06:09:41,语文,现代文阅读：阅读下面的文字，完成题目,理解文言文中的实词、虚词、句式，推断文意。,无,中等,
2026-01-22 14:34:38,数学,函数 f(x) = sin x + cos x 的最大值为,利用正态分布的对称性求解概率。,无,困难,
2026-01-30 11:39:06,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,将函数化为辅助角公式的形式求最值。,无,困难,
2026-01-22 08:50:55,语文,对下列句子中加点词语的解释，不正确的一项是,根据上下文和词义辨析，选择最合适的解释。,无,中等,
2026-01-31 17:49:29,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",求导后分析导函数的符号确定单调区间。,attachment_278.pdf,困难,
2026-02-19 22:37:23,语文,对下列句子中加点词语的解释，不正确的一项是,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_279.pdf,困难,
2026-02-08 20:22:04,语文,下列句子中，加点字的读音完全正确的一项是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,中等,
2026-02-17 04:19:21,语文,下列各句中，加点的成语使用恰当的一句是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,简单,
2026-01-30 15:07:45,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用复数除法法则和模的定义计算。,attachment_282.pdf,困难,
2026-02-05 09:38:34,语文,现代文阅读：阅读下面的文字，完成题目,根据汉字的读音规则和声调，正确答案是B选项。,无,中等,
2026-02-01 22:28:44,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用配方法或求导法找到函数的最小值点。,无,中等,
2026-02-18 23:29:55,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用向量垂直的条件 a·b = 0 求解。,无,中等,
2026-01-29 15:48:53,语文,下列句子中，加点字的读音完全正确的一项是,熟悉文学常识，准确判断各选项的正误。,无,困难,
2026-01-31 21:45:20,语文,现代文阅读：阅读下面的文字，完成题目,理解文言文中的实词、虚词、句式，推断文意。,无,简单,
